0,0 
1,0 
1,300 
2,300 
2,300 
2,300 
3,300 
3,300 
3,300 
3,300 
4,300 
4,300 
4,300 
4,300 
5,300 
5,300 
5,300 
5,300 
6,300 
6,300 
6,300 
6,300 
7,300 
7,300 
7,300 
7,300 
8,300 
8,300 
8,300 
8,300 
9,300 
9,300 
9,300 
9,300 
10,300 
10,300 
10,300 
10,300 
11,300 
11,300 
11,300 
11,300 
12,300 
12,300 
12,300 
12,300 
13,300 
13,300 
13,300 
13,300 
14,300 
14,300 
14,300 
14,300 
15,300 
15,300 
15,300 
15,300 
16,300 
16,300 
16,300 
16,300 
17,300 
17,300 
17,300 
17,300 
18,300 
18,300 
18,300 
18,300 
19,300 
19,300 
19,300 
19,300 
20,300 
20,300 
20,300 
20,300 
21,300 
21,300 
21,300 
21,300 
22,300 
22,300 
22,300 
22,300 
23,300 
23,300 
23,300 
23,300 
24,300 
24,300 
24,300 
24,300 
25,300 
25,300 
25,300 
25,300 
26,300 
26,300 
26,300 
26,300 
27,300 
27,300 
27,300 
27,300 
28,300 
28,300 
28,300 
28,300 
29,300 
29,300 
29,300 
29,300 
30,300 
30,300 
30,300 
30,300 
31,300 
31,300 
31,300 
31,300 
32,300 
32,300 
32,300 
32,300 
33,300 
33,300 
33,300 
33,300 
34,300 
34,300 
34,300 
34,300 
35,300 
35,300 
35,300 
35,300 
36,300 
36,300 
36,300 
36,300 
37,300 
37,300 
37,300 
37,300 
38,300 
38,300 
38,300 
38,300 
39,300 
39,300 
39,300 
39,300 
40,300 
40,300 
40,300 
40,300 
41,300 
41,300 
41,300 
41,300 
42,300 
42,300 
42,300 
42,300 
43,300 
43,300 
43,300 
43,300 
44,300 
44,300 
44,300 
44,300 
45,300 
45,300 
45,300 
45,300 
46,300 
46,300 
46,300 
46,300 
47,300 
47,300 
47,300 
47,300 
48,300 
48,300 
48,300 
48,300 
49,300 
49,300 
49,300 
49,300 
50,300 
50,300 
50,300 
50,300 
51,300 
51,300 
51,300 
51,300 
52,300 
52,300 
52,300 
52,300 
53,300 
53,300 
53,300 
53,300 
54,300 
54,300 
54,300 
54,300 
55,300 
55,300 
55,300 
55,300 
56,300 
56,300 
56,300 
56,300 
57,300 
57,300 
57,300 
57,300 
58,300 
58,300 
58,300 
58,300 
59,300 
59,300 
59,300 
59,300 
60,300 
60,300 
60,300 
60,300 
61,300 
61,300 
61,300 
61,300 
62,300 
62,300 
62,300 
62,300 
63,300 
63,300 
63,300 
63,300 
64,300 
64,300 
64,300 
64,300 
65,300 
65,300 
65,300 
65,300 
66,300 
66,300 
66,300 
66,300 
67,300 
67,300 
67,300 
67,300 
68,300 
68,300 
68,300 
68,300 
69,300 
69,300 
69,300 
69,300 
70,300 
70,300 
70,300 
70,300 
71,300 
71,300 
71,300 
71,300 
72,300 
72,300 
72,300 
72,300 
73,300 
73,300 
73,300 
73,300 
74,300 
74,300 
74,300 
74,300 
75,300 
75,300 
75,300 
75,300 
76,300 
76,300 
76,300 
76,300 
77,300 
77,300 
77,300 
77,300 
78,300 
78,300 
78,300 
78,300 
79,300 
79,300 
79,300 
79,300 
80,300 
80,300 
80,300 
80,300 
81,300 
81,300 
81,300 
81,300 
82,300 
82,300 
82,300 
82,300 
83,300 
83,300 
83,300 
83,300 
84,300 
84,300 
84,300 
84,300 
85,300 
85,300 
85,300 
85,300 
86,300 
86,300 
86,300 
86,300 
87,300 
87,300 
87,300 
87,300 
88,300 
88,300 
88,300 
88,300 
89,300 
89,300 
89,300 
89,300 
90,300 
90,300 
90,300 
90,300 
91,300 
91,300 
91,300 
91,300 
92,300 
92,300 
92,300 
92,300 
93,300 
93,300 
93,300 
93,300 
94,300 
94,300 
94,300 
94,300 
95,300 
95,300 
95,300 
95,300 
96,300 
96,300 
96,300 
96,300 
97,300 
97,300 
97,300 
97,300 
98,300 
98,300 
98,300 
98,300 
99,300 
99,300 
99,300 
99,300 
100,300 
100,300 
100,300 
100,300 
101,300 
101,300 
101,300 
101,300 
102,300 
102,300 
102,300 
102,300 
103,300 
103,300 
103,300 
103,300 
104,300 
104,300 
104,300 
104,300 
105,300 
105,300 
105,300 
105,300 
106,300 
106,300 
106,300 
106,300 
107,300 
107,300 
107,300 
107,300 
108,300 
